"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4543","Open and Close App","chromium","2026-08-29","passed","2026-08-29","","TC002_OpenApp_CloseApp.spec.ts","",""
